Hugo_Symbol,Total_Mutations,Silenced_Count,Expressed_Count,Silenced_Percent
ACE,3,0,3,0.0
ADAM15,3,0,3,0.0
ADAM8,3,0,3,0.0
ADAT3,3,0,3,0.0
ADNP,3,0,3,0.0
AFF4,3,0,3,0.0
AGO1,3,0,3,0.0
AGRN,3,0,3,0.0
ANKMY1,3,0,3,0.0
ANKRD30A,3,0,3,0.0
ARAP2,3,0,3,0.0
ARHGAP39,3,0,3,0.0
ARHGEF11,3,0,3,0.0
ARHGEF12,3,0,3,0.0
ASAP2,3,0,3,0.0
ATG2B,3,0,3,0.0
ATN1,3,0,3,0.0
ATR,3,0,3,0.0
ATXN1,3,0,3,0.0
BAZ2B,3,0,3,0.0
BCL6,3,0,3,0.0
BCL9L,3,0,3,0.0
BCOR,3,0,3,0.0
BICD2,3,0,3,0.0
BMPR2,3,0,3,0.0
BRD1,3,0,3,0.0
BRPF3,3,0,3,0.0
C11orf30,3,0,3,0.0
C5AR1,3,0,3,0.0
CABIN1,3,0,3,0.0
CASD1,3,0,3,0.0
CCDC120,3,0,3,0.0
CCDC28A,3,0,3,0.0
CD163L1,3,0,3,0.0
CD93,3,0,3,0.0
CDC5L,3,0,3,0.0
CDKN2A,3,0,3,0.0
CDR2L,3,0,3,0.0
CEP192,3,0,3,0.0
CEP350,3,0,3,0.0
CES2,3,0,3,0.0
CFH,3,0,3,0.0
CHD8,3,0,3,0.0
CHD9,3,0,3,0.0
CHM,3,0,3,0.0
CHML,3,0,3,0.0
CHST15,3,0,3,0.0
CIC,3,0,3,0.0
CKAP5,3,0,3,0.0
CLEC14A,3,0,3,0.0
CNOT1,3,0,3,0.0
CNST,3,0,3,0.0
COL27A1,3,0,3,0.0
COL7A1,3,0,3,0.0
CP,3,0,3,0.0
CPE,3,0,3,0.0
CRIM1,3,0,3,0.0
CRK,3,0,3,0.0
CSF1R,3,0,3,0.0
CSNK1A1L,3,0,3,0.0
CSPP1,3,0,3,0.0
CTC1,3,0,3,0.0
CTCF,3,0,3,0.0
CTNNB1,3,0,3,0.0
CTTN,3,0,3,0.0
DAPK1,3,0,3,0.0
DCAF13,3,0,3,0.0
DCTN1,3,0,3,0.0
DDR1,3,0,3,0.0
DDX50,3,0,3,0.0
DENND4B,3,0,3,0.0
DENND4C,3,0,3,0.0
DENND5A,3,0,3,0.0
DEPDC1,3,0,3,0.0
DHX8,3,0,3,0.0
DIAPH2,3,0,3,0.0
DIP2A,3,0,3,0.0
DISP1,3,0,3,0.0
DNAAF2,3,0,3,0.0
DNAJC2,3,0,3,0.0
DNMT3A,3,0,3,0.0
DOCK10,3,0,3,0.0
DOCK7,3,0,3,0.0
DSP,3,0,3,0.0
DUS3L,3,0,3,0.0
E2F6,3,0,3,0.0
EDEM3,3,0,3,0.0
EHMT1,3,0,3,0.0
EIF2AK3,3,0,3,0.0
EIF2AK4,3,0,3,0.0
EIF4G1,3,0,3,0.0
EMC3,3,0,3,0.0
EML2,3,0,3,0.0
EPC2,3,0,3,0.0
ERBB2,3,0,3,0.0
ERBB3,3,0,3,0.0
ETV3,3,0,3,0.0
EVC,3,0,3,0.0
EVI5L,3,0,3,0.0
EXT1,3,0,3,0.0
F8,3,0,3,0.0
FAM120A,3,0,3,0.0
FAM120C,3,0,3,0.0
FAM160A2,3,0,3,0.0
FAM179B,3,0,3,0.0
FAM188B,3,0,3,0.0
FAM200B,3,0,3,0.0
FBN1,3,0,3,0.0
FBRSL1,3,0,3,0.0
FBXW7,3,0,3,0.0
FEM1C,3,0,3,0.0
FLNB,3,0,3,0.0
FLOT1,3,0,3,0.0
FLT3LG,3,0,3,0.0
FNIP2,3,0,3,0.0
FOXJ3,3,0,3,0.0
GAA,3,0,3,0.0
GALNS,3,0,3,0.0
GANAB,3,0,3,0.0
GBP1,3,0,3,0.0
GCC1,3,0,3,0.0
GCDH,3,0,3,0.0
GIMAP1,3,0,3,0.0
GOLGA3,3,0,3,0.0
GOLGA4,3,0,3,0.0
GOLGB1,3,0,3,0.0
GON4L,3,0,3,0.0
GPR125,3,0,3,0.0
GPRASP2,3,0,3,0.0
GRB7,3,0,3,0.0
GTF3C1,3,0,3,0.0
GTF3C5,3,0,3,0.0
GTSE1,3,0,3,0.0
HAUS1,3,0,3,0.0
HBS1L,3,0,3,0.0
HEATR1,3,0,3,0.0
HPS4,3,0,3,0.0
HYCC1,3,0,3,0.0
IFI16,3,0,3,0.0
IFT172,3,0,3,0.0
IGHMBP2,3,0,3,0.0
IGSF9,3,0,3,0.0
IKBKE,3,0,3,0.0
IL7R,3,0,3,0.0
INO80,3,0,3,0.0
INPP1,3,0,3,0.0
INPPL1,3,0,3,0.0
IP6K1,3,0,3,0.0
IQSEC2,3,0,3,0.0
IRS2,3,0,3,0.0
ISG20L2,3,0,3,0.0
ITGA4,3,0,3,0.0
ITGB4,3,0,3,0.0
ITGB5,3,0,3,0.0
ITPK1,3,0,3,0.0
ITPKC,3,0,3,0.0
JAG2,3,0,3,0.0
JMJD6,3,0,3,0.0
JMJD8,3,0,3,0.0
KAT2B,3,0,3,0.0
KAT6A,3,0,3,0.0
KAZN,3,0,3,0.0
KIAA0196,3,0,3,0.0
KIAA0232,3,0,3,0.0
KIAA0319L,3,0,3,0.0
KIAA0391,3,0,3,0.0
KIF11,3,0,3,0.0
KIF13A,3,0,3,0.0
KIF1B,3,0,3,0.0
KIF5B,3,0,3,0.0
KIFC2,3,0,3,0.0
KLHL5,3,0,3,0.0
LAMA4,3,0,3,0.0
LAMB1,3,0,3,0.0
LCP2,3,0,3,0.0
LDLRAD3,3,0,3,0.0
LENG8,3,0,3,0.0
LEPR,3,0,3,0.0
LMTK2,3,0,3,0.0
LRBA,3,0,3,0.0
LRIG1,3,0,3,0.0
LRP1,3,0,3,0.0
LRRC56,3,0,3,0.0
LRRC8D,3,0,3,0.0
LRRFIP1,3,0,3,0.0
LRRK1,3,0,3,0.0
LYST,3,0,3,0.0
MAP1S,3,0,3,0.0
MAP2K7,3,0,3,0.0
MAPK15,3,0,3,0.0
MAPK8,3,0,3,0.0
MAPKAPK2,3,0,3,0.0
MARK4,3,0,3,0.0
MBD1,3,0,3,0.0
MBD6,3,0,3,0.0
MCL1,3,0,3,0.0
MCM4,3,0,3,0.0
MCM6,3,0,3,0.0
MCM9,3,0,3,0.0
MED16,3,0,3,0.0
MEF2A,3,0,3,0.0
MEGF6,3,0,3,0.0
METTL13,3,0,3,0.0
MLLT10,3,0,3,0.0
MLLT6,3,0,3,0.0
MORC2,3,0,3,0.0
MRC2,3,0,3,0.0
MRPS27,3,0,3,0.0
MS4A14,3,0,3,0.0
MTMR11,3,0,3,0.0
MTOR,3,0,3,0.0
MUC1,3,0,3,0.0
MYCBP2,3,0,3,0.0
MYH10,3,0,3,0.0
MYOF,3,0,3,0.0
NAV2,3,0,3,0.0
NBAS,3,0,3,0.0
NCOR1,3,0,3,0.0
NEURL4,3,0,3,0.0
NFX1,3,0,3,0.0
NID2,3,0,3,0.0
NMD3,3,0,3,0.0
NOL6,3,0,3,0.0
NSD1,3,0,3,0.0
NUP160,3,0,3,0.0
NUP62,3,0,3,0.0
PALB2,3,0,3,0.0
PCDHGA3,3,0,3,0.0
PCDHGA8,3,0,3,0.0
PCDHGB3,3,0,3,0.0
PCDHGB7,3,0,3,0.0
PCF11,3,0,3,0.0
PDCD11,3,0,3,0.0
PDE4DIP,3,0,3,0.0
PDXDC1,3,0,3,0.0
PEX6,3,0,3,0.0
PHF12,3,0,3,0.0
PHF2,3,0,3,0.0
PHIP,3,0,3,0.0
PI4KA,3,0,3,0.0
PIAS3,3,0,3,0.0
PIGG,3,0,3,0.0
PIK3C2A,3,0,3,0.0
PIK3C2B,3,0,3,0.0
PJA1,3,0,3,0.0
PKD2,3,0,3,0.0
PLEKHM2,3,0,3,0.0
PLK3,3,0,3,0.0
PLS1,3,0,3,0.0
PLXNB2,3,0,3,0.0
PLXND1,3,0,3,0.0
POGZ,3,0,3,0.0
POLR2A,3,0,3,0.0
PPIP5K1,3,0,3,0.0
PPL,3,0,3,0.0
PRKAR2B,3,0,3,0.0
PRRC2B,3,0,3,0.0
PTCD3,3,0,3,0.0
PTOV1,3,0,3,0.0
PTPRS,3,0,3,0.0
PVRL1,3,0,3,0.0
PVRL2,3,0,3,0.0
RAI1,3,0,3,0.0
RB1,3,0,3,0.0
RB1CC1,3,0,3,0.0
RECQL5,3,0,3,0.0
REXO1,3,0,3,0.0
RGPD4,3,0,3,0.0
RPL5,3,0,3,0.0
RPL7,3,0,3,0.0
RRAGC,3,0,3,0.0
RSAD1,3,0,3,0.0
SAMD9,3,0,3,0.0
SBF1,3,0,3,0.0
SCAF11,3,0,3,0.0
SCMH1,3,0,3,0.0
SCRIB,3,0,3,0.0
SEC24D,3,0,3,0.0
SELPLG,3,0,3,0.0
SEMA4C,3,0,3,0.0
SEMA7A,3,0,3,0.0
SENP7,3,0,3,0.0
SETD1A,3,0,3,0.0
SETX,3,0,3,0.0
SF3B1,3,0,3,0.0
SH3TC1,3,0,3,0.0
SHANK3,3,0,3,0.0
SHPRH,3,0,3,0.0
SLAIN2,3,0,3,0.0
SLC25A13,3,0,3,0.0
SLC39A10,3,0,3,0.0
SLC39A4,3,0,3,0.0
SLIT1,3,0,3,0.0
SMARCA2,3,0,3,0.0
SMG1,3,0,3,0.0
SON,3,0,3,0.0
SORT1,3,0,3,0.0
SPTBN1,3,0,3,0.0
SPTLC1,3,0,3,0.0
SRF,3,0,3,0.0
SSH3,3,0,3,0.0
STAG2,3,0,3,0.0
STT3B,3,0,3,0.0
STXBP5,3,0,3,0.0
SULF2,3,0,3,0.0
SUZ12,3,0,3,0.0
SYMPK,3,0,3,0.0
SYNE2,3,0,3,0.0
SYNJ2,3,0,3,0.0
TACC2,3,0,3,0.0
TAF1,3,0,3,0.0
TAOK1,3,0,3,0.0
TAOK2,3,0,3,0.0
TAP2,3,0,3,0.0
TARSL2,3,0,3,0.0
TBC1D1,3,0,3,0.0
TBC1D4,3,0,3,0.0
TBCE,3,0,3,0.0
TCF20,3,0,3,0.0
TDRD5,3,0,3,0.0
TEX2,3,0,3,0.0
THRAP3,3,0,3,0.0
THUMPD3,3,0,3,0.0
TIGD5,3,0,3,0.0
TLK2,3,0,3,0.0
TLR6,3,0,3,0.0
TMEM131,3,0,3,0.0
TMEM214,3,0,3,0.0
TNIK,3,0,3,0.0
TNK2,3,0,3,0.0
TNPO3,3,0,3,0.0
TNRC6A,3,0,3,0.0
TOPBP1,3,0,3,0.0
TP53I13,3,0,3,0.0
TPR,3,0,3,0.0
TRAF1,3,0,3,0.0
TRAPPC12,3,0,3,0.0
TRIM14,3,0,3,0.0
TRIM24,3,0,3,0.0
TRPC1,3,0,3,0.0
TRPM2,3,0,3,0.0
TSTA3,3,0,3,0.0
TTLL4,3,0,3,0.0
UBAP2,3,0,3,0.0
UBR1,3,0,3,0.0
UBR2,3,0,3,0.0
UFL1,3,0,3,0.0
USP16,3,0,3,0.0
USP21,3,0,3,0.0
USP34,3,0,3,0.0
VAV2,3,0,3,0.0
VAV3,3,0,3,0.0
VPS13A,3,0,3,0.0
VPS13D,3,0,3,0.0
VPS8,3,0,3,0.0
WDR26,3,0,3,0.0
WDR81,3,0,3,0.0
WIPI2,3,0,3,0.0
WNK1,3,0,3,0.0
XRN1,3,0,3,0.0
ZBTB41,3,0,3,0.0
ZCCHC11,3,0,3,0.0
ZEB2,3,0,3,0.0
ZFC3H1,3,0,3,0.0
ZFP64,3,0,3,0.0
ZMYM3,3,0,3,0.0
ZMYM6,3,0,3,0.0
ZMYND8,3,0,3,0.0
ZNF350,3,0,3,0.0
ZNF513,3,0,3,0.0
ZNF574,3,0,3,0.0
ZNF592,3,0,3,0.0
ZNF746,3,0,3,0.0
ZNF813,3,0,3,0.0
