Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,Total_Expressed
RBM27,0,0,0,0,2,0,0,0,0,2
RBM33,0,0,0,0,2,0,0,0,0,2
RBM47,0,0,0,0,1,1,0,0,0,2
RHBDD2,0,0,0,0,2,0,0,0,0,2
RCC1,0,0,0,0,2,0,0,0,0,2
RCC2,0,0,0,0,2,0,0,0,0,2
RCOR3,0,0,0,0,2,0,0,0,0,2
RELB,0,0,0,0,2,0,0,0,0,2
REPS1,0,0,0,0,2,0,0,0,0,2
RFC1,0,0,0,1,0,1,0,0,0,2
RFX7,0,0,0,0,2,0,0,0,0,2
RGS12,0,0,0,0,1,1,0,0,0,2
RGS3,0,0,0,0,2,0,0,0,0,2
RCAN1,0,0,0,0,0,1,0,1,0,2
DEPDC5,0,0,0,0,2,0,0,0,0,2
AQR,0,0,0,0,2,0,0,0,0,2
ARAP1,0,0,0,0,1,0,0,1,0,2
DEF6,0,0,0,0,2,0,0,0,0,2
DEDD2,0,0,0,0,2,0,0,0,0,2
DDX60,0,0,0,0,1,0,0,1,0,2
DDX21,0,0,0,0,2,0,0,0,0,2
DDX18,0,0,0,0,2,0,0,0,0,2
ADCK3,0,0,0,0,1,1,0,0,0,2
DDOST,1,0,0,0,1,0,0,0,0,2
DDB1,0,0,0,0,1,1,0,0,0,2
ARHGAP21,1,0,0,0,1,0,0,0,0,2
ARHGAP22,0,0,0,0,1,1,0,0,0,2
ARHGAP24,0,0,0,0,2,0,0,0,0,2
DCTPP1,0,0,0,0,1,1,0,0,0,2
ARHGAP27,0,0,0,0,2,0,0,0,0,2
ARHGAP29,0,0,0,0,1,1,0,0,0,2
ARHGAP30,0,0,0,0,1,0,0,1,0,2
ARFGEF2,0,0,0,0,1,1,0,0,0,2
DIP2C,0,0,0,0,2,0,0,0,0,2
DIP2B,0,0,0,0,2,0,0,0,0,2
DIDO1,0,0,0,0,1,1,0,0,0,2
AP3B1,0,0,0,0,2,0,0,0,0,2
DHX34,0,0,0,0,2,0,0,0,0,2
AP5B1,0,0,0,0,2,0,0,0,0,2
DHX16,0,0,0,0,2,0,0,0,0,2
DHX15,0,0,0,0,1,0,0,1,0,2
DHTKD1,0,0,0,0,2,0,0,0,0,2
APOPT1,0,0,0,0,1,1,0,0,0,2
APBB1,0,0,0,0,2,0,0,0,0,2
APC,0,0,0,0,2,0,0,0,0,2
APEH,1,0,0,0,1,0,0,0,0,2
DGKZ,1,0,0,0,1,0,0,0,0,2
DGKD,0,0,0,0,2,0,0,0,0,2
DGKA,1,0,0,0,1,0,0,0,0,2
DGCR6L,0,0,0,0,2,0,0,0,0,2
DGCR2,0,0,0,0,2,0,0,0,0,2
DFFA,0,0,0,0,2,0,0,0,0,2
APAF1,0,0,0,0,2,0,0,0,0,2
ARRDC2,0,0,0,0,2,0,0,0,0,2
ARSA,0,0,0,0,2,0,0,0,0,2
CWC27,0,0,0,0,1,1,0,0,0,2
CWC25,1,0,0,0,1,0,0,0,0,2
CUZD1,0,0,0,0,2,0,0,0,0,2
CUL7,0,0,0,0,2,0,0,0,0,2
CUL5,0,0,0,0,2,0,0,0,0,2
CTSO,0,0,0,0,2,0,0,0,0,2
ASNA1,1,0,0,0,1,0,0,0,0,2
DCP1B,0,1,0,0,0,1,0,0,0,2
CTDSPL,0,0,0,0,2,0,0,0,0,2
CTDNEP1,0,0,0,0,2,0,0,0,0,2
ASXL1,1,0,0,0,0,1,0,0,0,2
CTBP2,1,0,0,0,1,0,0,0,0,2
CSRP2BP,0,0,0,0,2,0,0,0,0,2
ATF7IP,0,0,0,0,2,0,0,0,0,2
CSNK1A1,0,0,0,0,2,0,0,0,0,2
CSGALNACT2,0,0,0,0,2,0,0,0,0,2
CSF3R,0,0,0,0,2,0,0,0,0,2
CTR9,0,0,0,0,2,0,0,0,0,2
ARHGAP33,0,0,0,0,2,0,0,0,0,2
ARHGAP4,0,0,0,0,2,0,0,0,0,2
DCHS1,0,0,0,0,1,1,0,0,0,2
DCAF8,1,0,0,0,1,0,0,0,0,2
ARHGAP44,0,0,0,0,2,0,0,0,0,2
ARHGAP5,1,0,0,0,1,0,0,0,0,2
ARHGAP9,0,0,0,0,2,0,0,0,0,2
ARHGDIA,0,1,0,0,1,0,0,0,0,2
DCAF6,0,0,0,0,2,0,0,0,0,2
ARNT,0,0,0,0,2,0,0,0,0,2
ARHGEF18,0,0,0,0,2,0,0,0,0,2
DAP3,0,0,0,0,2,0,0,0,0,2
DAB2,0,0,0,0,0,2,0,0,0,2
DAAM1,0,0,0,0,2,0,0,0,0,2
ARHGEF40,0,0,0,0,2,0,0,0,0,2
CYTIP,0,0,0,0,1,1,0,0,0,2
CYTH4,0,0,0,0,2,0,0,0,0,2
CYP4V2,0,0,0,0,2,0,0,0,0,2
CYBA,0,0,0,0,2,0,0,0,0,2
ARHGEF10,0,0,0,0,1,1,0,0,0,2
AKAP10,0,0,0,0,1,1,0,0,0,2
DZIP1L,0,0,0,0,2,0,0,0,0,2
DYSF,0,0,0,0,0,1,0,1,0,2
DYRK4,0,0,0,0,2,0,0,0,0,2
AKAP8,0,0,0,0,2,0,0,0,0,2
AKAP8L,0,0,0,0,2,0,0,0,0,2
DYNC1LI2,0,0,0,0,2,0,0,0,0,2
AKR7A3,0,0,0,0,2,0,0,0,0,2
DISC1,0,0,0,0,2,0,0,0,0,2
DUSP11,0,0,0,0,1,0,0,1,0,2
ALDH18A1,0,0,0,0,2,0,0,0,0,2
ALDH1A1,0,0,0,0,2,0,0,0,0,2
DTNB,0,0,0,0,1,1,0,0,0,2
ALDOC,0,0,0,0,2,0,0,0,0,2
ALG11,0,0,0,0,2,0,0,0,0,2
ALG13,0,0,0,0,1,0,0,0,1,2
DSCC1,0,0,0,0,2,0,0,0,0,2
ALOX5,0,0,0,0,2,0,0,0,0,2
DUT,0,0,0,0,2,0,0,0,0,2
ADCY6,0,0,0,0,2,0,0,0,0,2
ADCY7,0,0,0,0,1,0,0,1,0,2
ADCY9,0,0,0,0,2,0,0,0,0,2
ADRBK2,1,0,0,0,1,0,0,0,0,2
EFTUD1,0,0,0,0,2,0,0,0,0,2
AEN,0,0,0,0,2,0,0,0,0,2
AFG3L2,0,0,0,0,2,0,0,0,0,2
AFMID,0,0,0,0,2,0,0,0,0,2
AGAP3,0,0,0,0,2,0,0,0,0,2
AK9,0,0,0,0,2,0,0,0,0,2
AGER,0,0,0,0,2,0,0,0,0,2
AGGF1,0,0,0,0,2,0,0,0,0,2
AGL,0,0,0,0,2,0,0,0,0,2
AGO3,0,0,0,0,2,0,0,0,0,2
AGTPBP1,0,0,0,0,1,1,0,0,0,2
EDC4,0,0,0,0,2,0,0,0,0,2
ECSIT,0,0,0,0,2,0,0,0,0,2
AHCYL2,0,0,0,0,2,0,0,0,0,2
AHRR,0,0,0,0,2,0,0,0,0,2
AGBL3,0,0,0,0,2,0,0,0,0,2
DNHD1,0,0,0,0,2,0,0,0,0,2
ANGEL1,0,0,0,0,1,1,0,0,0,2
DNAJC7,0,0,0,0,1,0,0,1,0,2
ANK2,0,0,0,0,2,0,0,0,0,2
ANKRD12,0,0,0,0,2,0,0,0,0,2
DNAJC21,0,0,0,0,2,0,0,0,0,2
ANKRD13C,0,0,0,0,2,0,0,0,0,2
ANKRD17,0,0,0,0,2,0,0,0,0,2
ANKRD27,0,0,0,0,2,0,0,0,0,2
ALPK1,0,0,0,0,2,0,0,0,0,2
ANKRD44,0,0,0,0,1,1,0,0,0,2
DMTN,0,0,0,0,2,0,0,0,0,2
DLGAP5,0,0,0,0,2,0,0,0,0,2
DLGAP4,0,0,0,0,2,0,0,0,0,2
DLG3,0,0,0,0,2,0,0,0,0,2
ANLN,0,0,0,0,2,0,0,0,0,2
ANO1,1,0,0,0,1,0,0,0,0,2
ANO8,0,0,0,0,2,0,0,0,0,2
ANPEP,0,0,0,0,2,0,0,0,0,2
ANKRD36,0,0,0,0,2,0,0,0,0,2
ALPK3,0,0,0,0,2,0,0,0,0,2
ALS2,0,0,0,0,2,0,0,0,0,2
DRAM2,0,0,0,0,2,0,0,0,0,2
DPY19L1,0,0,0,0,2,0,0,0,0,2
DPP7,0,0,0,0,2,0,0,0,0,2
AMBRA1,1,0,0,0,1,0,0,0,0,2
AMH,0,0,0,0,2,0,0,0,0,2
DPP3,0,0,0,0,2,0,0,0,0,2
AMOTL1,0,0,0,0,2,0,0,0,0,2
DNM1L,0,0,0,0,2,0,0,0,0,2
DPAGT1,0,0,0,0,1,1,0,0,0,2
ANAPC2,0,0,0,0,2,0,0,0,0,2
DOCK9,0,0,0,0,2,0,0,0,0,2
DOCK8,0,0,0,0,2,0,0,0,0,2
DOCK2,0,0,0,0,2,0,0,0,0,2
DOCK11,0,0,0,0,1,1,0,0,0,2
DNTTIP2,0,0,0,0,2,0,0,0,0,2
DNMT1,0,0,0,0,1,1,0,0,0,2
DNM2,0,0,0,0,2,0,0,0,0,2
AMOTL2,0,0,0,0,2,0,0,0,0,2
CEP104,0,0,0,0,2,0,0,0,0,2
C1orf74,0,0,0,0,2,0,0,0,0,2
C21orf33,0,0,0,0,2,0,0,0,0,2
CELF2,0,0,0,0,1,1,0,0,0,2
C2CD5,0,0,0,0,2,0,0,0,0,2
CECR1,0,0,0,0,2,0,0,0,0,2
CEACAM6,0,0,0,0,1,1,0,0,0,2
CDT1,0,0,0,1,1,0,0,0,0,2
ATG16L1,0,0,0,0,2,0,0,0,0,2
CDKN1B,1,0,0,0,0,1,0,0,0,2
CDK5RAP2,0,0,0,0,2,0,0,0,0,2
CDK5RAP1,0,0,0,0,1,0,0,1,0,2
C3orf67,0,0,0,0,2,0,0,0,0,2
C4orf29,0,0,0,0,1,0,0,1,0,2
C5orf42,0,0,0,0,2,0,0,0,0,2
C7orf63,0,0,0,0,2,0,0,0,0,2
CDCA8,0,0,0,0,2,0,0,0,0,2
CDCA2,0,0,0,0,2,0,0,0,0,2
C3,0,0,0,0,2,0,0,0,0,2
CHD3,0,0,0,0,2,0,0,0,0,2
CHD2,0,0,0,0,2,0,0,0,0,2
CHAF1A,0,0,0,0,2,0,0,0,0,2
CGRRF1,0,0,0,0,2,0,0,0,0,2
CFHR1,0,0,0,0,2,0,0,0,0,2
C15orf39,0,0,0,0,2,0,0,0,0,2
CERCAM,0,0,0,0,2,0,0,0,0,2
C19orf18,0,0,0,0,2,0,0,0,0,2
CEP97,0,0,0,0,2,0,0,0,0,2
CEP112,0,0,0,0,2,0,0,0,0,2
CEP290,0,0,0,0,2,0,0,0,0,2
CEP170B,0,0,0,0,2,0,0,0,0,2
CEP170,0,0,0,0,2,0,0,0,0,2
C1S,0,0,1,0,1,0,0,0,0,2
C1orf106,0,0,0,0,2,0,0,0,0,2
C1orf112,0,0,0,0,2,0,0,0,0,2
C1orf216,0,0,0,0,2,0,0,0,0,2
CEP164,0,0,0,0,2,0,0,0,0,2
CEP135,0,0,0,0,2,0,0,0,0,2
C19orf55,0,0,0,0,2,0,0,0,0,2
CCNT1,0,0,0,0,1,1,0,0,0,2
CCNL1,0,0,0,0,2,0,0,0,0,2
CARD6,0,0,0,0,2,0,0,0,0,2
CCNDBP1,0,0,0,0,1,0,0,1,0,2
CCDC94,0,0,0,0,1,0,0,1,0,2
CASKIN2,0,0,0,0,2,0,0,0,0,2
ZNFX1,0,0,0,0,2,0,0,0,0,2
CCDC88B,0,0,0,0,2,0,0,0,0,2
CCDC80,0,0,0,0,2,0,0,0,0,2
CDC42BPB,0,0,0,0,2,0,0,0,0,2
CCDC64,0,0,0,0,1,1,0,0,0,2
CCDC57,0,0,0,0,2,0,0,0,0,2
CCDC43,0,0,0,0,2,0,0,0,0,2
CCDC101,0,0,0,0,2,0,0,0,0,2
CCDC183,0,0,0,0,2,0,0,0,0,2
CCDC180,0,0,0,0,2,0,0,0,0,2
CCDC170,0,0,0,0,1,1,0,0,0,2
CCDC138,1,0,0,0,1,0,0,0,0,2
CCDC136,0,0,0,0,2,0,0,0,0,2
CBX3,0,0,0,0,2,0,0,0,0,2
CDC42BPA,0,0,0,0,2,0,0,0,0,2
CA2,0,0,0,0,2,0,0,0,0,2
CACNA1A,0,0,0,0,2,0,0,0,0,2
CACNG4,0,0,0,0,2,0,0,0,0,2
CACUL1,0,0,0,0,2,0,0,0,0,2
CADPS2,0,0,0,0,2,0,0,0,0,2
CD63,0,0,0,0,2,0,0,0,0,2
CALD1,0,0,0,0,1,1,0,0,0,2
CD300A,0,0,0,0,2,0,0,0,0,2
CCPG1,0,0,0,0,2,0,0,0,0,2
CD248,0,0,0,0,2,0,0,0,0,2
CALU,0,0,0,0,2,0,0,0,0,2
CD209,0,0,0,0,1,1,0,0,0,2
CAMK2G,0,0,0,0,2,0,0,0,0,2
CAMSAP1,0,0,0,0,2,0,0,0,0,2
CCT7,0,0,0,0,2,0,0,0,0,2
CANX,0,0,0,0,2,0,0,0,0,2
CCT3,0,0,0,0,2,0,0,0,0,2
CCT2,0,0,0,0,2,0,0,0,0,2
CD276,0,0,0,0,2,0,0,0,0,2
ATRN,1,0,0,0,1,0,0,0,0,2
ATXN2L,0,0,0,0,2,0,0,0,0,2
CORO1A,0,0,0,0,2,0,0,0,0,2
COPS7A,0,0,0,0,2,0,0,0,0,2
B3GAT3,0,0,0,0,2,0,0,0,0,2
COPB2,0,0,1,0,0,1,0,0,0,2
COPB1,0,0,0,0,2,0,0,0,0,2
COPA,0,0,0,0,2,0,0,0,0,2
C14orf159,0,0,0,0,2,0,0,0,0,2
B4GALT2,0,1,0,0,1,0,0,0,0,2
COL6A2,0,0,0,0,2,0,0,0,0,2
COL6A1,0,0,0,0,2,0,0,0,0,2
COL5A3,0,0,0,0,2,0,0,0,0,2
COL5A1,0,0,0,0,2,0,0,0,0,2
COL4A2,0,0,0,0,2,0,0,0,0,2
BATF,0,0,0,0,2,0,0,0,0,2
BAZ1B,0,0,0,0,2,0,0,0,0,2
COL28A1,0,0,0,0,2,0,0,0,0,2
COL9A3,0,0,0,0,2,0,0,0,0,2
CSF2RB,0,0,0,0,2,0,0,0,0,2
CSDE1,0,0,1,0,1,0,0,0,0,2
ATG4C,0,1,0,0,1,0,0,0,0,2
CRY2,0,0,0,0,2,0,0,0,0,2
ATM,1,0,0,0,1,0,0,0,0,2
CRY1,0,0,0,0,2,0,0,0,0,2
ATP10D,0,0,0,0,2,0,0,0,0,2
CRLF3,0,0,0,0,2,0,0,0,0,2
CREBBP,0,0,0,0,0,1,0,1,0,2
ATP9B,0,0,0,0,2,0,0,0,0,2
CPZ,0,0,0,0,2,0,0,0,0,2
CPXM1,0,0,0,0,2,0,0,0,0,2
CPT1B,1,0,0,0,1,0,0,0,0,2
ATP6V0A1,0,0,0,0,2,0,0,0,0,2
CPEB4,0,0,0,0,2,0,0,0,0,2
ATP7B,0,0,0,0,2,0,0,0,0,2
ATP8A1,0,0,0,0,1,1,0,0,0,2
ATP8B2,0,0,0,0,2,0,0,0,0,2
ATP8B3,0,0,0,0,2,0,0,0,0,2
ATP1B3,0,0,0,0,1,1,0,0,0,2
BLTP3B,0,0,0,0,2,0,0,0,0,2
BLZF1,0,0,0,0,2,0,0,0,0,2
CLEC16A,0,0,0,0,2,0,0,0,0,2
BMS1,0,0,0,0,2,0,0,0,0,2
CLCN2,0,0,0,0,2,0,0,0,0,2
CLASP2,0,0,0,0,2,0,0,0,0,2
BPTF,0,0,0,0,2,0,0,0,0,2
BRCA2,0,0,0,0,2,0,0,0,0,2
BRE,0,0,0,0,2,0,0,0,0,2
BCL10,0,1,0,0,1,0,0,0,0,2
CIRH1A,0,0,0,0,2,0,0,0,0,2
BTBD2,0,0,0,0,2,0,0,0,0,2
BTBD7,1,0,0,0,1,0,0,0,0,2
BTBD8,0,0,0,0,2,0,0,0,0,2
CHRAC1,0,0,0,0,2,0,0,0,0,2
BUB1,0,0,0,0,2,0,0,0,0,2
BZRAP1,0,0,0,0,2,0,0,0,0,2
C11orf24,0,0,0,0,2,0,0,0,0,2
CHD7,0,0,0,0,2,0,0,0,0,2
CIT,0,0,0,0,2,0,0,0,0,2
COL1A1,0,0,0,0,2,0,0,0,0,2
COL16A1,0,0,0,0,2,0,0,0,0,2
COL15A1,1,0,0,0,0,1,0,0,0,2
COL10A1,0,0,0,0,1,1,0,0,0,2
BCL2L11,0,0,0,0,2,0,0,0,0,2
CNTROB,0,0,0,0,2,0,0,0,0,2
CNPPD1,0,0,0,0,2,0,0,0,0,2
CNOT6L,0,0,0,0,2,0,0,0,0,2
BCL9,1,0,0,0,1,0,0,0,0,2
CLIP2,0,0,0,0,2,0,0,0,0,2
CNN1,0,0,0,0,1,1,0,0,0,2
BGN,0,0,0,0,2,0,0,0,0,2
CLUH,0,0,0,0,1,1,0,0,0,2
BICC1,0,0,0,0,1,0,0,1,0,2
BICD1,0,0,0,0,2,0,0,0,0,2
BIN1,0,0,0,0,2,0,0,0,0,2
CLOCK,1,0,0,0,1,0,0,0,0,2
CLK2,0,0,0,0,2,0,0,0,0,2
CLK1,0,0,0,0,1,0,0,1,0,2
BCLAF1,0,0,0,0,2,0,0,0,0,2
ADAM12,0,0,0,0,2,0,0,0,0,2
ENAH,0,0,0,0,2,0,0,0,0,2
EIF4G3,0,0,0,0,2,0,0,0,0,2
ADAM17,0,0,0,0,1,0,0,1,0,2
ACOX3,0,0,0,0,2,0,0,0,0,2
ELF1,0,0,0,0,2,0,0,0,0,2
ADAMTS12,0,0,0,0,2,0,0,0,0,2
EPB41,0,0,0,0,2,0,0,0,0,2
ERCC6,0,0,0,0,2,0,0,0,0,2
ERCC6L2,0,0,0,0,2,0,0,0,0,2
EPPK1,0,0,0,0,2,0,0,0,0,2
ACAP3,0,0,0,0,2,0,0,0,0,2
EPB41L1,0,0,0,0,2,0,0,0,0,2
EPS8L1,0,0,0,0,2,0,0,0,0,2
ABCD1,0,0,0,0,1,1,0,0,0,2
ACAP2,0,0,0,0,2,0,0,0,0,2
ERCC2,0,0,0,0,2,0,0,0,0,2
ERCC4,0,0,0,0,2,0,0,0,0,2
ACACB,0,0,0,0,2,0,0,0,0,2
ABI3BP,0,0,0,0,2,0,0,0,0,2
ERBB2IP,0,0,0,0,2,0,0,0,0,2
EPG5,0,0,0,0,1,1,0,0,0,2
ENDOD1,0,0,0,0,2,0,0,0,0,2
EIF4A2,0,0,0,0,2,0,0,0,0,2
ABCC4,0,0,0,0,0,2,0,0,0,2
EPN1,0,0,0,0,2,0,0,0,0,2
ABHD15,0,0,0,0,2,0,0,0,0,2
ADAMTS15,0,0,0,0,2,0,0,0,0,2
ACTG1,0,0,1,0,1,0,0,0,0,2
ABCC5,0,0,0,0,2,0,0,0,0,2
ACTA2,0,0,0,0,2,0,0,0,0,2
ELN,0,0,0,0,2,0,0,0,0,2
ABCA4,0,0,0,0,2,0,0,0,0,2
ACSS1,0,0,0,0,1,0,0,1,0,2
ADAMTS4,0,0,0,0,2,0,0,0,0,2
ABCF3,0,0,0,0,2,0,0,0,0,2
ENG,0,0,0,0,2,0,0,0,0,2
ACSL4,0,0,0,0,2,0,0,0,0,2
ACBD5,0,0,0,0,2,0,0,0,0,2
ADA,0,0,0,0,2,0,0,0,0,2
ARRDC4,0,0,0,0,2,0,0,0,0,2
ENPP2,0,0,0,0,2,0,0,0,0,2
AAED1,0,0,0,0,2,0,0,0,0,2
ADAM10,0,0,0,0,1,1,0,0,0,2
ABL2,0,0,0,0,2,0,0,0,0,2
EPB41L4B,0,0,0,0,2,0,0,0,0,2
EPN3,0,0,0,0,2,0,0,0,0,2
EIF2S3,0,0,0,0,2,0,0,0,0,2
ENTREP3,0,0,0,0,2,0,0,0,0,2
EME2,0,0,0,0,2,0,0,0,0,2
EMILIN2,0,1,0,0,1,0,0,0,0,2
ELF2,0,0,0,0,1,1,0,0,0,2
ACSF3,0,0,0,0,2,0,0,0,0,2
ACVRL1,0,0,0,0,2,0,0,0,0,2
ABL1,0,0,0,0,2,0,0,0,0,2
BMAL1,0,0,0,0,1,0,0,0,0,1
ZNF593,0,0,0,0,1,0,0,0,0,1
SIVA1,0,0,0,0,1,0,0,0,0,1
SIRPB2,0,0,0,0,1,0,0,0,0,1
ABI1,0,0,0,0,0,1,0,0,0,1
BMF,0,0,0,0,1,0,0,0,0,1
BMAL2,0,0,0,0,0,0,0,1,0,1
SKIC2,0,0,0,0,1,0,0,0,0,1
SIRT1,0,0,0,0,1,0,0,0,0,1
BRD4,0,0,0,0,1,0,0,0,0,1
SHC2,0,0,0,0,1,0,0,0,0,1
SHCBP1,0,0,0,0,1,0,0,0,0,1
SHH,0,0,0,0,1,0,0,0,0,1
BRD2,0,0,0,0,1,0,0,0,0,1
SHKBP1,0,0,0,0,1,0,0,0,0,1
ABHD17B,0,0,0,0,1,0,0,0,0,1
SHPK,0,0,0,0,1,0,0,0,0,1
BRAP,0,0,0,0,1,0,0,0,0,1
SHROOM1,0,0,0,0,1,0,0,0,0,1
ZNF608,0,0,0,0,0,1,0,0,0,1
ABHD2,0,0,0,0,1,0,0,0,0,1
SIAE,0,0,0,0,1,0,0,0,0,1
SIDT1,0,0,0,0,1,0,0,0,0,1
ZNF587B,0,0,0,0,1,0,0,0,0,1
BPGM,0,0,0,0,1,0,0,0,0,1
ZNF606,1,0,0,0,0,0,0,0,0,1
SIGLEC12,0,0,0,0,1,0,0,0,0,1
SIGLEC15,0,0,0,0,1,0,0,0,0,1
BOP1,0,0,0,0,1,0,0,0,0,1
SIGLEC8,0,0,0,0,1,0,0,0,0,1
BNIP2,0,0,0,0,1,0,0,0,0,1
SIK2,0,0,0,0,1,0,0,0,0,1
ABHD6,0,0,0,0,1,0,0,0,0,1
SIN3A,0,0,0,0,1,0,0,0,0,1
BMPR1A,0,0,0,0,1,0,0,0,0,1
SIPA1,0,0,0,0,1,0,0,0,0,1
BMP1,0,0,0,0,1,0,0,0,0,1
SIPA1L2,0,0,0,0,1,0,0,0,0,1
SIDT2,0,0,0,0,1,0,0,0,0,1
SLC1A4,0,0,0,0,1,0,0,0,0,1
SLC1A5,0,0,0,0,1,0,0,0,0,1
SLC1A6,0,0,0,0,1,0,0,0,0,1
BIN3,0,0,0,0,1,0,0,0,0,1
SLC20A2,0,0,0,0,1,0,0,0,0,1
ZNF580,0,0,0,0,1,0,0,0,0,1
SLC22A15,0,0,0,0,1,0,0,0,0,1
ZNF577,0,0,0,0,1,0,0,0,0,1
SLC24A3,0,0,0,0,1,0,0,0,0,1
SLC25A14,0,0,0,0,1,0,0,0,0,1
SLC25A16,0,0,0,0,1,0,0,0,0,1
BRD3,0,0,0,0,1,0,0,0,0,1
SLC25A20,0,0,0,0,1,0,0,0,0,1
SLC25A25,0,0,0,0,1,0,0,0,0,1
SLC25A28,0,0,0,0,1,0,0,0,0,1
SLC25A35,0,0,0,0,1,0,0,0,0,1
SLC25A38,0,0,0,0,1,0,0,0,0,1
SLC25A39,0,0,0,0,1,0,0,0,0,1
SLC25A41,0,0,0,0,1,0,0,0,0,1
SLC25A43,0,0,0,0,1,0,0,0,0,1
SLC25A53,0,0,0,0,0,1,0,0,0,1
SLC25A6,0,0,0,0,1,0,0,0,0,1
SLC26A7,0,0,0,0,1,0,0,0,0,1
ZNF570,0,0,0,0,1,0,0,0,0,1
SKIL,0,0,0,0,1,0,0,0,0,1
SKIV2L2,0,0,0,0,1,0,0,0,0,1
SKP2,0,0,0,0,1,0,0,0,0,1
SLA,0,0,0,0,0,1,0,0,0,1
BLTP3A,0,0,0,0,1,0,0,0,0,1
SLAMF6,0,0,0,0,1,0,0,0,0,1
SLAMF7,0,0,0,0,1,0,0,0,0,1
BLTP2,0,0,0,0,1,0,0,0,0,1
SLC12A5,0,0,0,0,1,0,0,0,0,1
BLOC1S4,0,0,0,0,1,0,0,0,0,1
SLC12A8,0,0,0,0,1,0,0,0,0,1
SLC1A1,0,0,0,0,1,0,0,0,0,1
BIRC3,0,0,0,0,1,0,0,0,0,1
SLC15A2,0,0,0,0,1,0,0,0,0,1
SLC15A3,0,0,0,0,1,0,0,0,0,1
SLC15A4,0,0,0,0,1,0,0,0,0,1
SLC16A1,0,0,0,0,1,0,0,0,0,1
SLC16A3,0,0,0,0,1,0,0,0,0,1
SLC16A5,0,0,0,0,1,0,0,0,0,1
SLC17A9,0,0,0,0,1,0,0,0,0,1
SLC19A2,0,0,0,0,1,0,0,0,0,1
ZNF584,0,0,0,0,1,0,0,0,0,1
SLC19A3,0,0,0,0,1,0,0,0,0,1
ZNF581,0,0,0,0,1,0,0,0,0,1
SLC13A2,0,0,0,0,1,0,0,0,0,1
C12orf49,0,0,0,0,1,0,0,0,0,1
C12orf10,0,0,0,0,0,0,0,1,0,1
SEC23A,0,0,0,0,1,0,0,0,0,1
C11orf63,0,0,0,0,1,0,0,0,0,1
ZNF629,0,0,0,0,1,0,0,0,0,1
C10orf54,0,0,0,0,1,0,0,0,0,1
C10orf35,0,1,0,0,0,0,0,0,0,1
C10orf2,0,0,0,0,1,0,0,0,0,1
ZNF628,0,0,0,0,1,0,0,0,0,1
SEC31B,0,0,0,0,1,0,0,0,0,1
SEC61A2,0,0,0,0,1,0,0,0,0,1
SEC61B,0,0,0,0,1,0,0,0,0,1
SLC26A6,0,0,0,0,1,0,0,0,0,1
SEC63,0,0,0,0,1,0,0,0,0,1
SECISBP2,0,0,0,0,1,0,0,0,0,1
SECISBP2L,0,0,0,0,1,0,0,0,0,1
BUB1B,0,0,0,0,1,0,0,0,0,1
SELENBP1,0,0,0,0,1,0,0,0,0,1
SELL,0,0,0,0,0,1,0,0,0,1
SELM,0,0,0,0,1,0,0,0,0,1
BTNL9,0,0,0,0,1,0,0,0,0,1
SEMA6B,0,0,0,0,1,0,0,0,0,1
BTN3A1,0,0,0,0,1,0,0,0,0,1
SENP5,0,0,0,0,1,0,0,0,0,1
SENP6,0,0,0,0,1,0,0,0,0,1
BTK,0,0,0,0,1,0,0,0,0,1
SEC62,0,0,0,0,1,0,0,0,0,1
SCARF1,0,0,0,0,1,0,0,0,0,1
ZNF652,1,0,0,0,0,0,0,0,0,1
C14orf93,0,0,0,0,1,0,0,0,0,1
SCFD1,0,0,0,0,1,0,0,0,0,1
SCFD2,0,0,0,0,1,0,0,0,0,1
SCG5,0,0,0,0,1,0,0,0,0,1
ABHD10,0,0,0,0,1,0,0,0,0,1
SCGB2A2,0,0,0,0,0,0,0,1,0,1
SCLT1,0,0,0,0,1,0,0,0,0,1
C14orf37,0,0,0,0,1,0,0,0,0,1
ABHD11,0,0,0,0,1,0,0,0,0,1
SCML1,0,0,0,0,1,0,0,0,0,1
SCN7A,0,0,0,0,1,0,0,0,0,1
SEC14L2,0,0,0,0,1,0,0,0,0,1
ZNF641,0,0,0,0,1,0,0,0,0,1
ABCA8,0,0,0,0,1,0,0,0,0,1
SCPEP1,0,0,0,0,1,0,0,0,0,1
SCRN3,0,0,0,0,1,0,0,0,0,1
SCUBE1,0,0,0,0,1,0,0,0,0,1
C14orf132,0,0,0,0,1,0,0,0,0,1
SCYL2,0,0,0,0,1,0,0,0,0,1
C12orf57,0,0,0,0,1,0,0,0,0,1
SDC4,0,0,0,0,1,0,0,0,0,1
ZNF630,0,0,0,0,1,0,0,0,0,1
SDCCAG3,0,0,0,0,1,0,0,0,0,1
SDHB,0,0,0,0,1,0,0,0,0,1
SDR39U1,0,0,0,0,1,0,0,0,0,1
SCN8A,0,0,0,0,1,0,0,0,0,1
SF3A1,0,0,0,0,0,0,0,1,0,1
BTBD1,0,0,0,0,1,0,0,0,0,1
BST2,0,0,0,0,1,0,0,0,0,1
BSCL2,0,0,0,0,1,0,0,0,0,1
BRWD1,0,0,0,0,1,0,0,0,0,1
